File,Line,Pattern,Risk Level,Suggestion
/home/kalyaan/regex/regex-capi/src/rure.rs,427,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,438,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,450,from_raw_parts,HIGH: Creating from raw parts,Ensure proper ownership and layout
/home/kalyaan/regex/regex-capi/src/rure.rs,456,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,463,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,477,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,486,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,490,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,491,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,492,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,493,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,502,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,517,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,518,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,519,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,520,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,530,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/regex/regex-capi/src/rure.rs,541,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,542,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,555,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,556,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,559,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,571,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,577,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,585,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,602,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,605,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,615,other,LOW,Review for potential safety issues
/home/kalyaan/regex/regex-capi/src/rure.rs,627,other,LOW,Review for potential safety issues
