File,Line,Pattern,Risk Level,Suggestion
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,31,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,43,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,57,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,67,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,101,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,102,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,124,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,125,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,126,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,127,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,128,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,129,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,130,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,143,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,144,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,145,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,146,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,147,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,148,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,149,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,163,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,164,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,165,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,166,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,167,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,168,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,169,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,200,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,254,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,297,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,300,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,301,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,319,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,320,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,321,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,322,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,323,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,362,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,363,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,364,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,365,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,366,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,367,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,368,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,369,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,370,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,371,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,372,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,373,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,386,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,403,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,404,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,405,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,406,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,407,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,408,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,409,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,410,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,411,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,412,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,413,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,414,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,435,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,439,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,444,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,445,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,446,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,450,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,451,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,452,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,481,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,489,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,493,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,597,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,598,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,599,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,600,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,601,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,602,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,603,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,604,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,605,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,606,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,607,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,608,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,609,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,610,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,611,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,612,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,613,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,614,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,615,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,616,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,617,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,618,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,619,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,621,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,622,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,623,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,624,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,625,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,626,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,627,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,628,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,629,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,630,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,631,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,632,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,633,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,634,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,635,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,636,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,638,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,639,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,640,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,641,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,642,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,643,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,644,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,645,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,646,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,647,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,648,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,649,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,650,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,651,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,652,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,654,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,655,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,656,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,657,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,658,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,659,other,LOW,Review for potential safety issues
