File,Line,Pattern,Risk Level,Suggestion
/home/kalyaan/mio/src/sys/windows/overlapped.rs,18,mem::zeroed,HIGH: mem::zeroed() can lead to undefined behavior,Avoid unless you know what you're doing
/home/kalyaan/mio/src/sys/windows/overlapped.rs,34,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/mio/src/sys/windows/overlapped.rs,35,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/mio/src/sys/windows/udp.rs,14,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/udp.rs,44,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,19,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,33,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/mio/src/sys/windows/afd.rs,55,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,59,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,94,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,97,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/mio/src/sys/windows/afd.rs,169,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,182,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,183,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,184,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/mio/src/sys/windows/afd.rs,185,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,186,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/mio/src/sys/windows/afd.rs,187,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,188,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,189,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,190,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,191,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,192,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,193,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,194,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,195,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,196,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,197,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,198,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,199,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/afd.rs,200,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,153,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,190,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,191,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,192,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,204,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,205,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,206,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,207,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,208,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,301,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,309,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,411,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/mio/src/sys/windows/selector.rs,456,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,463,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,469,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,486,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,561,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,585,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,605,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,630,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,631,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,632,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,633,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,634,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,635,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,636,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/mio/src/sys/windows/selector.rs,637,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,638,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,639,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,640,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,641,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,642,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,643,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,644,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/selector.rs,700,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/net.rs,43,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/net.rs,71,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/net.rs,88,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/net.rs,93,other,LOW,Review for potential safety issues
/home/kalyaan/mio/src/sys/windows/io_status_block.rs,21,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/mio/examples/tcp_listenfd_server.rs,25,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,33,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/aio.rs,49,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,50,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/aio.rs,51,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,52,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/aio.rs,53,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,54,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,55,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,108,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,109,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/aio.rs,110,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/aio.rs,111,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,112,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,113,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/mio/tests/aio.rs,114,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,115,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,116,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,117,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,118,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/aio.rs,132,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/tcp_stream.rs,424,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_stream.rs,853,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_stream.rs,854,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/tcp_stream.rs,855,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_stream.rs,856,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_stream.rs,857,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_stream.rs,858,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/tcp_stream.rs,859,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_stream.rs,860,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_stream.rs,861,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_stream.rs,862,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/util/mod.rs,208,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/util/mod.rs,223,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/mio/tests/util/mod.rs,248,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/util/mod.rs,287,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/tcp_listener.rs,130,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/udp_socket.rs,674,other,LOW,Review for potential safety issues
/home/kalyaan/mio/tests/udp_socket.rs,835,other,LOW,Review for potential safety issues
