File,Line,Pattern,Risk Level,Suggestion
/home/kalyaan/rayon/src/vec.rs,139,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,140,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,141,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,142,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,143,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,144,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,145,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,146,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,147,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,148,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,160,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,161,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,162,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,166,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,167,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,168,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,169,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,170,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,171,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,172,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,187,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,195,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,222,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,230,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/vec.rs,248,ptr::read/write,HIGH: Manual pointer read/write,Use safe abstractions if possible
/home/kalyaan/rayon/src/vec.rs,265,ptr::read/write,HIGH: Manual pointer read/write,Use safe abstractions if possible
/home/kalyaan/rayon/src/vec.rs,281,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/lib.rs,130,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/lib.rs,140,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/lib.rs,143,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/src/compile_fail/no_send_par_iter.rs,11,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/rayon/src/compile_fail/no_send_par_iter.rs,30,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/rayon/src/compile_fail/no_send_par_iter.rs,49,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,37,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,38,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,39,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,50,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,56,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,59,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,96,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,175,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,176,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,177,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/mergesort/mod.rs,214,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/matmul/mod.rs,40,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/matmul/mod.rs,109,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/cpu_time/unix.rs,5,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-demo/src/cpu_time/win.rs,5,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,52,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,170,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,201,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,202,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,203,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,204,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,308,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,309,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,310,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,311,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,327,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,328,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,329,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,330,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,331,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,342,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,343,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,344,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,345,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,346,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,354,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,355,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,356,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,357,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,358,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,418,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,419,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,420,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,421,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,503,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,504,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,505,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,506,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,507,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,519,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,545,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,599,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,670,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,710,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
